GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);MEYLE;TRUCKTEC AUTOMOTIVE;AIC;VAICO;MAXGEAR;TCMATIC;ZF;FEBI BILSTEIN;HENGST FILTER;SWAG
Teilesatz, Automatikgetriebe-?lwechsel;4921;10064;4;0,009;0;0;1;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;685;2;0,0045;3;0;0;3;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132498;2;0,0045;3;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;17426;1;0,0022;4;0;0;7;0;9;2;2;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;130185;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;110617;1;0,0022;0;0;3;2;0;3;4;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;59630;1;0,0022;3;0;5;5;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;17555;2;0,0045;5;0;9;3;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;58368;1;0,0022;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117086;2;0,0045;5;0;5;9;0;12;3;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7752;1;0,0022;0;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;140967;2;0,0045;3;1;0;2;0;3;3;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;5403;3;0,0067;1;0;0;5;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33322;4;0,009;3;0;5;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;10399;4;0,009;3;0;7;9;0;3;2;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;108622;1;0,0022;0;0;0;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108002;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;14803;3;0,0067;0;0;0;3;0;9;0;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;19651;35;0,0787;3;0;4;9;0;8;4;2;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19930;1;0,0022;6;1;2;6;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;138447;5;0,0112;7;0;3;5;0;6;4;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;28507;2;0,0045;5;0;6;4;0;4;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16335;1;0,0022;2;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;130756;2;0,0045;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59558;2;0,0045;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18969;1;0,0022;4;1;5;6;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;33060;13;0,0292;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;142232;8;0,018;3;0;0;0;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137093;6;0,0135;0;0;4;6;0;5;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108003;13;0,0292;9;1;6;6;0;3;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;107426;1;0,0022;3;0;2;2;0;6;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;58361;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;111164;2;0,0045;9;1;2;6;0;6;5;4;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;112386;1;0,0022;6;0;7;5;0;6;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117843;3;0,0067;3;0;0;3;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7478;7;0,0157;9;1;6;3;0;3;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;126082;1;0,0022;6;0;2;6;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;30373;12;0,027;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;141780;4;0,009;2;0;1;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7027;1;0,0022;3;0;6;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;122813;17;0,0382;2;1;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;120179;13;0,0292;1;0;7;4;0;6;2;2;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;142047;1;0,0022;5;0;1;3;0;4;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;100851;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;127905;39;0,0877;4;0;4;5;0;6;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;12331;9;0,0202;7;0;6;6;0;12;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;106458;13;0,0292;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;4615;1;0,0022;6;0;2;3;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;12590;3;0,0067;5;0;6;4;0;10;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;34940;4;0,009;5;0;7;12;0;6;2;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;137471;2;0,0045;6;0;0;0;0;3;3;3;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;151993;1;0,0022;2;0;2;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16815;1;0,0022;8;0;13;7;0;4;2;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17811;5;0,0112;6;0;2;9;0;12;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;106291;6;0,0135;9;1;6;6;0;3;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;8351;1;0,0022;3;0;2;5;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;113289;24;0,0539;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;56108;27;0,0607;6;0;5;11;0;10;3;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;11388;2;0,0045;7;0;6;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18669;1;0,0022;3;0;4;5;0;6;4;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;10483;7;0,0157;3;1;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19807;3;0,0067;1;0;3;2;0;3;1;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;10054;1;0,0022;3;0;2;0;0;3;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;57250;10;0,0225;7;1;4;3;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;106374;8;0,018;6;0;2;6;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;31005;3;0,0067;4;2;7;8;0;9;5;2;3;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;113405;3;0,0067;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;16433;1;0,0022;0;0;0;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;5104;3;0,0067;3;0;0;4;0;6;4;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15685;3;0,0067;5;0;5;5;0;3;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;32950;5;0,0112;12;0;14;10;0;12;5;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;106310;7;0,0157;9;1;7;10;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;115154;2;0,0045;6;0;4;4;0;2;0;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;115182;1;0,0022;2;0;0;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10002;2;0,0045;0;0;2;0;0;9;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136195;2;0,0045;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;141628;4;0,009;3;0;2;6;0;5;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128463;4;0,009;4;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18764;1;0,0022;4;0;2;9;0;12;2;2;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;31536;3;0,0067;0;0;0;1;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10410;1;0,0022;3;0;7;12;0;8;2;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;9261;1;0,0022;0;0;0;0;0;0;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33662;4;0,009;3;0;2;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17412;8;0,018;5;0;6;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;118489;10;0,0225;1;0;2;2;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143049;1;0,0022;2;0;0;0;0;5;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;24477;1;0,0022;6;1;5;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;28145;2;0,0045;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132301;3;0,0067;2;0;2;4;0;9;4;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28220;10;0,0225;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;141988;1;0,0022;0;0;0;2;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;114581;2;0,0045;0;1;5;5;0;6;3;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;115236;7;0,0157;6;0;0;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19966;10;0,0225;4;0;7;5;0;7;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;28258;1;0,0022;3;0;5;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;132319;2;0,0045;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;53147;4;0,009;14;0;4;10;0;7;3;4;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19098;2;0,0045;4;1;5;6;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;141587;6;0,0135;3;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128598;1;0,0022;5;0;0;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19777;10;0,0225;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18066;6;0,0135;1;0;3;3;0;5;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;100508;13;0,0292;0;0;0;2;0;0;1;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;58548;1;0,0022;3;0;0;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;136129;9;0,0202;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;142450;8;0,018;0;0;0;1;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117712;1;0,0022;0;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19990;23;0,0517;2;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;114490;50;0,1124;2;1;2;6;0;6;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;127995;2;0,0045;3;0;2;4;0;6;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;126260;4;0,009;3;0;2;4;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136111;48;0,1079;3;0;2;6;0;5;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;106410;4;0,009;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15704;4;0,009;2;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10146;1;0,0022;5;0;6;4;0;10;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;23402;2;0,0045;7;0;17;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;107501;1;0,0022;3;0;4;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19459;4;0,009;1;0;6;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;134896;2;0,0045;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145149;3;0,0067;0;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;1900;3;0,0067;3;0;2;0;0;6;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;59221;2;0,0045;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;117453;47;0,1056;1;0;4;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;118972;3;0,0067;0;0;0;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;120738;6;0,0135;0;1;0;3;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14772;7;0,0157;3;0;0;3;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16718;10;0,0225;5;0;8;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;140934;1;0,0022;0;0;2;0;0;6;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10573;10;0,0225;3;0;6;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;141528;2;0,0045;3;1;0;2;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17009;4;0,009;4;0;6;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;146109;2;0,0045;6;0;1;3;0;6;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;100848;2;0,0045;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143541;5;0,0112;0;0;0;0;0;0;1;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10309;2;0,0045;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;55337;11;0,0247;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143282;2;0,0045;6;0;1;3;0;6;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17280;3;0,0067;6;0;7;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;146536;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28257;8;0,018;3;0;5;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;140438;2;0,0045;0;0;0;3;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135108;7;0,0157;3;0;3;5;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7507;16;0,036;12;0;9;6;0;8;5;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;145236;13;0,0292;3;0;0;0;0;0;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19015;3;0,0067;3;1;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;131604;2;0,0045;0;0;0;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;29996;3;0,0067;3;0;8;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;10335;1;0,0022;7;0;6;6;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;116213;1;0,0022;0;0;1;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;134295;7;0,0157;3;0;0;7;0;5;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;118557;4;0,009;0;0;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;33764;6;0,0135;3;1;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136266;14;0,0315;5;0;2;2;0;6;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;477;5;0,0112;6;0;0;6;0;9;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;53315;10;0,0225;3;0;0;3;0;6;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18188;1;0,0022;0;0;1;2;0;3;3;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135919;6;0,0135;3;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;17866;1;0,0022;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;132852;1;0,0022;0;0;2;4;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18393;19;0,0427;6;0;7;5;0;6;4;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;11874;2;0,0045;3;1;2;2;0;6;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;132804;6;0,0135;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28672;3;0,0067;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;119725;5;0,0112;3;0;5;7;0;6;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;120722;21;0,0472;2;1;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;57548;2;0,0045;3;0;4;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;361;2;0,0045;2;0;2;4;0;2;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;139652;9;0,0202;0;0;0;5;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;106392;2;0,0045;1;0;0;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;8041;8;0,018;3;0;1;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;23158;6;0,0135;5;0;9;3;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;135172;1;0,0022;3;0;5;5;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;111791;5;0,0112;0;0;1;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137723;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;136207;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135021;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;133637;1;0,0022;5;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117397;1;0,0022;3;0;2;2;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;135113;4;0,009;3;0;3;5;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145211;1;0,0022;0;0;0;1;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;9419;1;0,0022;0;0;0;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;141144;1;0,0022;0;0;0;2;0;6;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;30383;3;0,0067;4;0;0;0;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;137129;4;0,009;3;0;0;0;0;0;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15419;2;0,0045;3;0;2;3;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;992;2;0,0045;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;12009;5;0,0112;0;1;5;5;0;9;3;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;126881;2;0,0045;3;0;5;9;0;10;3;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15262;3;0,0067;5;0;8;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;134500;21;0,0472;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;31578;11;0,0247;9;0;17;13;0;15;3;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;108435;9;0,0202;3;0;4;11;0;12;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117593;1;0,0022;3;0;0;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;119965;4;0,009;5;0;4;9;0;10;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28282;1;0,0022;3;0;5;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;33773;66;0,1484;3;1;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;100544;1;0,0022;7;0;1;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;16202;7;0,0157;3;0;0;6;0;6;0;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;113436;7;0,0157;3;0;2;2;0;6;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59471;1;0,0022;12;0;1;3;0;4;5;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;113346;1;0,0022;1;0;7;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19735;18;0,0405;3;0;7;3;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;126000;2;0,0045;6;0;5;6;0;5;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;20002;16;0,036;6;0;7;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;100283;3;0,0067;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;119700;45;0,1012;4;0;4;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;142470;3;0,0067;0;0;0;1;0;1;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18516;5;0,0112;9;0;1;7;0;9;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;12343;1;0,0022;3;0;0;6;0;9;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17378;6;0,0135;5;0;9;3;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;122732;12;0,027;0;0;1;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;5099;3;0,0067;4;0;0;3;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19812;1;0,0022;2;0;1;5;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143634;2;0,0045;0;0;0;3;0;3;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;3251;10;0,0225;9;1;6;6;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18691;3;0,0067;4;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;100756;2;0,0045;7;1;0;0;0;3;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;31974;1;0,0022;3;0;5;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;133042;6;0,0135;6;0;5;8;0;9;4;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;14816;8;0,018;5;0;8;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;100271;35;0,0787;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;9870;5;0,0112;7;0;6;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;7522;6;0,0135;7;0;7;6;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;105912;11;0,0247;5;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18450;16;0,036;6;1;2;6;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;138898;2;0,0045;0;0;0;4;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14823;2;0,0045;5;0;3;4;0;4;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;5758;1;0,0022;5;0;5;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;145755;1;0,0022;0;0;0;0;0;5;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;1510;2;0,0045;3;0;2;3;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7943;9;0,0202;2;0;7;10;0;12;2;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59619;38;0,0854;4;0;5;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;124820;9;0,0202;2;1;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;34997;10;0,0225;7;0;7;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;119509;12;0,027;2;1;2;6;0;6;2;2;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;134260;19;0,0427;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108663;10;0,0225;3;0;0;7;0;5;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;136067;1;0,0022;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19257;4;0,009;3;0;13;4;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;23432;2;0,0045;3;1;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15452;15;0,0337;6;0;0;3;0;6;2;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15292;1;0,0022;0;0;2;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;127368;1;0,0022;3;0;2;2;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128017;5;0,0112;2;0;2;3;0;3;2;1;1;0
