GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);ZF;HENGST FILTER;FEBI BILSTEIN;MEYLE;SWAG;TRUCKTEC AUTOMOTIVE;MAXGEAR;TCMATIC;AIC;VAICO
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350220;2;0,0074;0;0;0;1;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001350314SK;1;0,0037;0;0;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001360003;1;0,0037;1;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001360004;1;0,0037;1;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001361011;1;0,0037;1;0;1;0;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001370006;1;0,0037;1;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001371004;2;0,0074;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001907963;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1001907990;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;100250;2;0,0074;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;100253;4;0,0148;1;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;100254;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1002891660;3;0,0111;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003465209;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003534407;3;0,0111;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003534424;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1003980006;1;0,0037;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10046806;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1006526;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1006974;1;0,0037;0;0;0;0;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10082389;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10098;1;0,0037;0;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;101108;1;0,0037;0;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;101164;2;0,0074;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193535;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193571;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193698;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193713;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10193861;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10194167;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10194233;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;101965;1;0,0037;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1020363571;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1024339;5;0,0186;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1024340;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10283507;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10286565;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10286570;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324671;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324749;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10324755;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1040940;5;0,0186;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1040942;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287360;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104287396;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104383303;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104498397;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;104788;4;0,0148;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010002;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010003;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010009;2;0,0074;0;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010011;3;0,0111;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010019;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051010020;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011020;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011037;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051011075;3;0,0111;0;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051012019;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051020003;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051050001;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051050003;2;0,0074;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051051001;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060005;2;0,0074;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060006;1;0,0037;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060011;2;0,0074;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060012;2;0,0074;0;0;1;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060017;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060018;2;0,0074;0;0;0;0;0;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060021;1;0,0037;0;1;1;0;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060022;2;0,0074;0;0;1;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051060026;1;0,0037;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061005;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061006;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051061011;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051062011;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070001;3;0,0111;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070002;2;0,0074;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051070005;2;0,0074;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051071005;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051072005;2;0,0074;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080001;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080004;1;0,0037;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080010;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080011;1;0,0037;0;0;1;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051080012;1;0,0037;0;1;1;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051081004;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051081009;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051090001;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051090003;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051091001;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110012;1;0,0037;0;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110014;1;0,0037;0;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110018;2;0,0074;0;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051110025;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111014;1;0,0037;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111018;1;0,0037;0;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051111028;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051112018;2;0,0074;0;0;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051112021;1;0,0037;0;0;0;1;0;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051120001;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051120002;2;0,0074;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051120003;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1051180001;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;105390BEK;2;0,0074;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;105390SP;1;0,0037;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1055298037;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;105582;1;0,0037;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;105664;4;0,0148;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;105810;1;0,0037;0;0;0;0;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058298046;2;0,0074;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058298048;1;0,0037;1;0;0;1;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058414;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1058417;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298069;10;0,0371;1;1;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298070;11;0,0408;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298072;4;0,0148;1;0;0;1;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060298073;8;0,0297;1;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1060776;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1061210;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10645015;4;0,0148;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1065915;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677318;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10677321;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298054;4;0,0148;1;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298061;16;0,0594;1;0;1;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298061ZF???????;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298062;188;0,6978;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298062ZF;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298083;81;0,3007;1;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298084;2;0,0074;1;0;1;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1068298085;4;0,0148;1;0;0;1;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;106891;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10694020;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1069924;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1069925;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298027;47;0,1745;1;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298027ZF;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298033;160;0,5939;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298038;78;0,2895;1;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1071298039;22;0,0817;1;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10723940;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10726455;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;10726460;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107342;2;0,0074;1;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10735933;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107365393;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107406;1;0,0037;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10755460;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1077060;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;107823;2;0,0074;0;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;107826;1;0,0037;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10800409;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;108181;2;0,0074;1;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1084298013;6;0,0223;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1084298014;3;0,0111;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10848143;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1086120809;1;0,0037;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298348;1;0,0037;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298360;56;0,2079;1;0;0;1;0;0;1;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298361;98;0,3638;1;0;0;1;0;0;1;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298362;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298363;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298364;634;2,3534;1;0;1;1;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298364ZF;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298365;710;2,6355;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298365ZF;4;0,0148;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298366;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298367;2;0,0074;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298368;55;0,2042;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298368ZF;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298369;59;0,219;1;0;1;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1087298437;26;0,0965;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298043;1;0,0037;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298126;18;0,0668;1;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298127;18;0,0668;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;10903060;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;109100;1;0,0037;0;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298066;8;0,0297;1;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298067;6;0,0223;1;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298067ZF;4;0,0148;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;109308;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;109503800A;6;0,0223;1;0;1;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;109503800B;4;0,0148;1;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1096940;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298018;6;0,0223;1;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298019;24;0,0891;1;0;0;1;0;1;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298020;6;0,0223;1;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298021;3;0,0111;1;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298124;1;0,0037;1;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298006;94;0,3489;1;0;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298007;48;0,1782;1;0;0;1;0;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298007?;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298112;24;0,0891;1;1;0;1;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298113;41;0,1522;1;1;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298119;1;0,0037;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298050;3;0,0111;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298050ZF;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298051;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298054;3;0,0111;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298055;1;0,0037;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298059;1;0,0037;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1109070;1;0,0037;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1109298030;10;0,0371;1;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1109298031;15;0,0557;1;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1111298031;56;0,2079;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1111298032;41;0,1522;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;11130201;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11141350001;6;0,0223;0;0;0;1;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;11141350002;5;0,0186;0;0;0;1;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;11172322;3;0,0111;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11176992;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11186463;5;0,0186;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11187143;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11210845;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1122618;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11255237;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1126298159;1;0,0037;1;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11391125;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11430527;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11445285;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446433;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446435;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446461;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446471;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446472;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446490;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446496;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11554581;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11560172;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11614850;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1161540;4;0,0148;0;0;0;1;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;11634818;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11635704;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11635706;2;0,0074;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11792559;1;0,0037;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11798774;1;0,0037;0;0;0;0;0;0;0;0;0;0
