GENART;LDATE;DLNR;DLNRBEZ;NARTNR;QTY_POS
4921;"2024";68;"ZF";"1091298067";57
4921;"2024";144;"MEYLE";"3001350306";53
4921;"2024";4342;"TCMATIC";"1051080009";18
4921;"2024";101;"FEBI BILSTEIN";"176879";26
4921;"2024";144;"MEYLE";"1001350105SK";33
4921;"2024";144;"MEYLE";"1001350210";70
4921;"2024";4342;"TCMATIC";"1051020001";13
4921;"2024";4342;"TCMATIC";"1051010020";23
4921;"2024";101;"FEBI BILSTEIN";"176895";23
4921;"2024";144;"MEYLE";"3001351005XK";57
4921;"2024";101;"FEBI BILSTEIN";"176876";19
4921;"2024";144;"MEYLE";"1001350005SK";19
4921;"2024";162;"VAICO";"V302377XXL";429
4921;"2024";162;"VAICO";"V103225BEK";55
4921;"2024";68;"ZF";"5961308409";15
4921;"2024";4342;"TCMATIC";"1051060016";8
4921;"2024";144;"MEYLE";"0141351201XK";286
4921;"2024";162;"VAICO";"V220737XXL";63
4921;"2024";162;"VAICO";"V401604";55
4921;"2024";162;"VAICO";"V202085BEK";12
4921;"2024";4342;"TCMATIC";"1051112014";3
4921;"2024";4342;"TCMATIC";"1051011020";1
4921;"2024";162;"VAICO";"V202085";37
4921;"2024";144;"MEYLE";"1001350013SK";40
4921;"2024";101;"FEBI BILSTEIN";"176875";18
4921;"2024";144;"MEYLE";"1001350214SK";27
4921;"2024";151;"SWAG";"33110264";3
4921;"2024";68;"ZF";"1104298051";35
4921;"2024";6558;"AIC";"73962SET";12
4921;"2024";162;"VAICO";"V250797XXL";7
4921;"2024";162;"VAICO";"V103214BEK";40
4921;"2024";162;"VAICO";"V303696";55
4921;"2024";162;"VAICO";"V302253XXL";45
4921;"2024";151;"SWAG";"33110327";6
4921;"2024";4342;"TCMATIC";"1051060018";7
4921;"2024";144;"MEYLE";"3001351006SK";18
4921;"2024";68;"ZF";"1109298031";12
4921;"2024";101;"FEBI BILSTEIN";"188362";35
4921;"2024";6558;"AIC";"74772SET";29
4921;"2024";6558;"AIC";"73961SET";11
4921;"2024";162;"VAICO";"V103213BEK";17
4921;"2024";68;"ZF";"1087298451";2
4921;"2024";4342;"TCMATIC";"1051011002";6
4921;"2024";4342;"TCMATIC";"1051081012";4
4921;"2024";144;"MEYLE";"3001350305SK";11
4921;"2024";144;"MEYLE";"1001350122";81
4921;"2024";4342;"TCMATIC";"1051070006";1
4921;"2024";162;"VAICO";"V303695";30
4921;"2024";162;"VAICO";"V103227";5
4921;"2024";1368;"_DEL_A.I.C. Competition Line";"73982SET";1
4921;"2024";1368;"_DEL_A.I.C. Competition Line";"58376SET";13
4921;"2024";144;"MEYLE";"3001350307";11
4921;"2024";162;"VAICO";"V450269XXL";13
4921;"2024";4342;"TCMATIC";"1051080002";2
4921;"2024";162;"VAICO";"V250920";5
4921;"2024";162;"VAICO";"V107674";8
4921;"2024";162;"VAICO";"V202093BEK";18
4921;"2024";6558;"AIC";"70676SET";6
4921;"2024";6558;"AIC";"74767SET";108
4921;"2024";6558;"AIC";"74783SET";5
4921;"2024";6558;"AIC";"73978SET";16
4921;"2024";162;"VAICO";"V108038";1
4921;"2024";4342;"TCMATIC";"1051020010";1
4921;"2024";144;"MEYLE";"3001350305XK";2
4921;"2024";151;"SWAG";"33108310";4
4921;"2024";151;"SWAG";"33108163";9
4921;"2024";6558;"AIC";"30057";1
4921;"2024";162;"VAICO";"V202091BEK";1
4921;"2024";144;"MEYLE";"1001350110SK";2
4921;"2024";6558;"AIC";"73973SET";1
4921;"2024";68;"ZF";"1087298365";8725
4921;"2024";68;"ZF";"1068298083";1676
4921;"2024";68;"ZF";"1071298033";2906
4921;"2024";101;"FEBI BILSTEIN";"171785";2615
4921;"2024";144;"MEYLE";"1001350116";8897
4921;"2024";101;"FEBI BILSTEIN";"171752";346
4921;"2024";144;"MEYLE";"7141350102";947
4921;"2024";162;"VAICO";"V103231";839
4921;"2024";144;"MEYLE";"3001351007SK";892
4921;"2024";162;"VAICO";"V302258";895
4921;"2024";162;"VAICO";"V105582SP2";1197
4921;"2024";162;"VAICO";"V520470";56
4921;"2024";101;"FEBI BILSTEIN";"176891";58
4921;"2024";4342;"TCMATIC";"1051020005";8
4921;"2024";144;"MEYLE";"0141350203";711
4921;"2024";144;"MEYLE";"1001350118";60
4921;"2024";144;"MEYLE";"3001350305";33
4921;"2024";144;"MEYLE";"5141351401";257
4921;"2024";4342;"TCMATIC";"1051010011";22
4921;"2024";4342;"TCMATIC";"1051040003";6
4921;"2024";101;"FEBI BILSTEIN";"176897";135
4921;"2024";144;"MEYLE";"18141350100SK";21
4921;"2024";4342;"TCMATIC";"1051010005";5
4921;"2024";144;"MEYLE";"1001350004";23
4921;"2024";151;"SWAG";"33107900";44
4921;"2024";162;"VAICO";"V103226BEK";28
4921;"2024";162;"VAICO";"V105582BEK";24
4921;"2024";162;"VAICO";"V204186XXL";424
4921;"2024";162;"VAICO";"V302258BEK";320
4921;"2024";144;"MEYLE";"7141350003";16
4921;"2024";162;"VAICO";"V103225";163
4921;"2024";162;"VAICO";"V202090XXL";166
4921;"2024";162;"VAICO";"V204670XXL";55
4921;"2024";144;"MEYLE";"1001350106XK";24
4921;"2024";162;"VAICO";"V103213";76
4921;"2024";162;"VAICO";"V320194XXL";34
4921;"2024";68;"ZF";"5961308411";14
4921;"2024";162;"VAICO";"V401604XXL";31
4921;"2024";162;"VAICO";"V303957XXL";36
4921;"2024";101;"FEBI BILSTEIN";"188324";131
4921;"2024";144;"MEYLE";"1001350130XK";52
4921;"2024";162;"VAICO";"V302255XXL";10
4921;"2024";162;"VAICO";"V202742BEK";99
4921;"2024";162;"VAICO";"V202083";24
4921;"2024";144;"MEYLE";"1001350003XK";44
4921;"2024";4342;"TCMATIC";"1051110014";38
4921;"2024";6558;"AIC";"74784SET";4
4921;"2024";162;"VAICO";"V103226";83
4921;"2024";68;"ZF";"5961308410";162
4921;"2024";4342;"TCMATIC";"1051040006";3
4921;"2024";4342;"TCMATIC";"1051110015";10
4921;"2024";151;"SWAG";"33108048";34
4921;"2024";162;"VAICO";"V510650";4
4921;"2024";68;"ZF";"1055298037";6
4921;"2024";162;"VAICO";"V202087XXL";9
4921;"2024";162;"VAICO";"V450188";27
4921;"2024";144;"MEYLE";"1001350122XK";15
4921;"2024";4342;"TCMATIC";"1051010037";4
4921;"2024";162;"VAICO";"V103221";43
4921;"2024";162;"VAICO";"V103213XXL";34
4921;"2024";6558;"AIC";"74786SET";3
4921;"2024";68;"ZF";"5961309120";21
4921;"2024";68;"ZF";"1068298085";28
4921;"2024";4342;"TCMATIC";"1051010068";2
4921;"2024";144;"MEYLE";"1001350100SK";31
4921;"2024";4011;"TECNECO FILTERS";"AT128";4
4921;"2024";6558;"AIC";"74792SET";1
4921;"2024";144;"MEYLE";"1001350107SK";17
4921;"2024";68;"ZF";"1087298450";2
4921;"2024";4342;"TCMATIC";"1051090003";1
4921;"2024";162;"VAICO";"V450269BEK";10
4921;"2024";4342;"TCMATIC";"1051062011";1
4921;"2024";144;"MEYLE";"1001350015XK";2
4921;"2024";6558;"AIC";"73970SET";26
4921;"2024";162;"VAICO";"V103229";10
4921;"2024";68;"ZF";"5961308475";5
4921;"2024";162;"VAICO";"V202086";7
4921;"2024";162;"VAICO";"V303695XXL";1
4921;"2024";6558;"AIC";"70677SET";8
4921;"2024";4342;"TCMATIC";"1051010038";1
4921;"2024";162;"VAICO";"V204061XXL";1
4921;"2024";144;"MEYLE";"1001350018SK";3
4921;"2024";144;"MEYLE";"3001350007";3
4921;"2024";4342;"TCMATIC";"1051011035";1
4921;"2024";144;"MEYLE";"1001350111SK";6
4921;"2024";6558;"AIC";"74788SET";2
4921;"2024";6558;"AIC";"74781SET";1
4921;"2024";68;"ZF";"5961308412";587
4921;"2024";144;"MEYLE";"0141350211";3265
4921;"2024";144;"MEYLE";"7141350002";1921
4921;"2024";162;"VAICO";"V105390BEK";586
4921;"2024";162;"VAICO";"V105390SP";1777
4921;"2024";144;"MEYLE";"1001350114";4045
4921;"2024";162;"VAICO";"V402114XXL";156
4921;"2024";162;"VAICO";"V250796";1809
4921;"2024";162;"VAICO";"V202088";147
4921;"2024";68;"ZF";"5961304069";223
4921;"2024";101;"FEBI BILSTEIN";"176878";116
4921;"2024";101;"FEBI BILSTEIN";"171767";704
4921;"2024";144;"MEYLE";"1001350102SK";223
4921;"2024";68;"ZF";"5961303116";1221
4921;"2024";144;"MEYLE";"3001350008SK";192
4921;"2024";68;"ZF";"1087298360";367
4921;"2024";68;"ZF";"1103298112";200
4921;"2024";2112;"OE-FIT Schäferbarthold";"310121730322";36
4921;"2024";162;"VAICO";"V202090";526
4921;"2024";144;"MEYLE";"0141350211SK";180
4921;"2024";144;"MEYLE";"1001350130SK";137
4921;"2024";144;"MEYLE";"0141351402XK";975
4921;"2024";144;"MEYLE";"1001350117";106
4921;"2024";144;"MEYLE";"1001350109XK";245
4921;"2024";4342;"TCMATIC";"1051060001";21
4921;"2024";144;"MEYLE";"3001350403";190
4921;"2024";68;"ZF";"1060298069";254
4921;"2024";144;"MEYLE";"0141350203SK";116
4921;"2024";68;"ZF";"1058298046";86
4921;"2024";68;"ZF";"1058298049";27
4921;"2024";144;"MEYLE";"1001350105XK";29
4921;"2024";144;"MEYLE";"3001351004XK";32
4921;"2024";4342;"TCMATIC";"1051120001";16
4921;"2024";4342;"TCMATIC";"1051211001";1
4921;"2024";144;"MEYLE";"3001350002SK";13
4921;"2024";162;"VAICO";"V401605XXL";500
4921;"2024";144;"MEYLE";"1001350116SK";171
4921;"2024";162;"VAICO";"V202742";76
4921;"2024";68;"ZF";"5961308446";11
4921;"2024";144;"MEYLE";"0141350214";656
4921;"2024";144;"MEYLE";"0141351211SK";74
4921;"2024";162;"VAICO";"V202088BEK";62
4921;"2024";68;"ZF";"1058298047";38
4921;"2024";144;"MEYLE";"1001350106";186
4921;"2024";144;"MEYLE";"1001350220";377
4921;"2024";162;"VAICO";"V108007";57
4921;"2024";144;"MEYLE";"0141350214XK";68
4921;"2024";144;"MEYLE";"1001350002SK";29
4921;"2024";162;"VAICO";"V202086BEK";5
4921;"2024";162;"VAICO";"V103847";106
4921;"2024";162;"VAICO";"V107344";12
4921;"2024";162;"VAICO";"V202085XXL";10
4921;"2024";4342;"TCMATIC";"1051010001";7
4921;"2024";162;"VAICO";"V304427BEK";41
4921;"2024";162;"VAICO";"V202082XXL";9
4921;"2024";162;"VAICO";"V202095";7
4921;"2024";162;"VAICO";"V202094";41
4921;"2024";144;"MEYLE";"1001350120";10
4921;"2024";6558;"AIC";"74771SET";67
4921;"2024";162;"VAICO";"V450188XXL";69
4921;"2024";162;"VAICO";"V103215";72
4921;"2024";144;"MEYLE";"3001350403XK";10
4921;"2024";162;"VAICO";"V303696XXL";9
4921;"2024";81;"HENGST FILTER";"KIT828";4
4921;"2024";4342;"TCMATIC";"1051010007";5
4921;"2024";4342;"TCMATIC";"1051080012";25
4921;"2024";144;"MEYLE";"3001350001XK";29
4921;"2024";144;"MEYLE";"1001350314SK";21
4921;"2024";4342;"TCMATIC";"1051111018";3
4921;"2024";162;"VAICO";"V303695BEK";12
4921;"2024";162;"VAICO";"V380222SP";8
4921;"2024";162;"VAICO";"V103221BEK";10
4921;"2024";4342;"TCMATIC";"1051062012";1
4921;"2024";4342;"TCMATIC";"1051061005";14
4921;"2024";162;"VAICO";"V580003";11
4921;"2024";144;"MEYLE";"1001350107XK";14
4921;"2024";151;"SWAG";"33107901";10
4921;"2024";144;"MEYLE";"1001350112SK";10
4921;"2024";6558;"AIC";"74766SET";96
4921;"2024";162;"VAICO";"V202092XXL";8
4921;"2024";162;"VAICO";"V108037XXL";3
4921;"2024";144;"MEYLE";"3001350402SK";15
4921;"2024";6357;"Stark";"SKOTK5040090";1
4921;"2024";162;"VAICO";"V109399";3
4921;"2024";4342;"TCMATIC";"1051012009";1
4921;"2024";4342;"TCMATIC";"1051082009";1
4921;"2024";162;"VAICO";"V108037";1
4921;"2024";6558;"AIC";"70679SET";11
4921;"2024";68;"ZF";"5961308078";5
4921;"2024";162;"VAICO";"V103219";2
4921;"2024";4342;"TCMATIC";"1051110003";1
4921;"2024";4342;"TCMATIC";"1051011038";1
4921;"2024";162;"VAICO";"V103219BEK";1
4921;"2024";151;"SWAG";"33110328";1
4921;"2024";144;"MEYLE";"0141350202";2
4921;"2024";4342;"TCMATIC";"1051080017";1
4921;"2024";4342;"TCMATIC";"1051012002";1
4921;"2024";4342;"TCMATIC";"1051080022";1
4921;"2024";4342;"TCMATIC";"1051012068";1
4921;"2024";68;"ZF";"1071298038";1924
4921;"2024";144;"MEYLE";"3001351007";2897
4921;"2024";162;"VAICO";"V302257BEK";1339
4921;"2024";162;"VAICO";"V302256BEK";686
4921;"2024";162;"VAICO";"V302254BEK";931
