GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);VAICO;ZF;ORIGINAL Sch?ferbarthold;FEBI BILSTEIN;TCMATIC;SWAG;TRUCKTEC AUTOMOTIVE;HENGST FILTER;AIC;MEYLE
Teilesatz, Automatikgetriebe-?lwechsel;4921;114344;1;0,0022;6;2;0;1;3;1;0;2;3;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19971;11;0,0246;2;0;0;1;6;1;0;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;58598;2;0,0045;4;2;0;1;4;1;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;132837;1;0,0022;4;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17693;10;0,0224;3;2;0;1;3;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;23459;7;0,0157;10;3;0;2;8;2;0;0;17;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;142419;12;0,0269;0;2;0;1;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;29929;25;0,056;4;0;0;0;9;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;141494;1;0,0022;2;2;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59638;5;0,0112;5;0;0;1;3;1;0;2;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;33045;9;0,0202;6;3;0;2;8;2;0;0;11;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;11394;5;0,0112;3;3;0;2;4;2;1;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;25490;10;0,0224;3;2;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19972;1;0,0022;2;2;0;1;3;1;0;1;6;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;108805;1;0,0022;4;3;0;1;6;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;56771;1;0,0022;2;2;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;3251;8;0,0179;6;5;1;3;7;2;1;1;6;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;23154;1;0,0022;4;0;0;0;6;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18512;20;0,0448;8;4;0;2;6;2;0;1;4;8
Teilesatz, Automatikgetriebe-?lwechsel;4921;127687;1;0,0022;3;0;1;1;9;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117401;1;0,0022;6;5;2;4;6;2;1;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;19520;3;0,0067;7;2;0;0;9;0;0;0;1;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;119958;2;0,0045;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;12075;3;0,0067;13;2;0;2;12;1;0;3;8;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;59334;2;0,0045;8;2;0;1;9;1;1;3;7;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;30369;5;0,0112;2;2;0;1;6;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;22955;2;0,0045;3;2;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;12173;18;0,0403;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;100822;3;0,0067;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;146082;1;0,0022;0;2;0;0;6;0;0;0;2;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;57293;6;0,0134;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19173;4;0,009;3;2;0;0;3;0;1;1;3;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;133042;12;0,0269;8;4;0;1;9;1;0;1;5;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;18986;7;0,0157;6;2;0;1;6;1;1;2;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;19293;3;0,0067;7;2;0;1;4;1;0;1;9;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;100837;2;0,0045;2;0;0;0;6;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59066;1;0,0022;5;2;0;1;9;1;0;1;5;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;123206;1;0,0022;6;2;0;1;3;0;1;2;5;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;59221;1;0,0022;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;241;3;0,0067;3;0;0;0;9;0;0;0;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;1396;2;0,0045;3;0;0;0;12;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;139486;1;0,0022;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;114944;7;0,0157;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28226;1;0,0022;4;0;0;0;6;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;112664;4;0,009;6;0;2;2;6;0;1;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;123350;2;0,0045;0;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;58169;1;0,0022;6;2;0;1;6;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;5758;1;0,0022;4;2;0;1;4;1;0;1;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;5106;2;0,0045;2;2;0;1;3;1;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;1446;1;0,0022;3;0;0;0;12;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19499;2;0,0045;2;2;0;1;3;1;0;1;6;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;131257;2;0,0045;3;3;1;3;6;2;0;1;0;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;111785;7;0,0157;2;0;0;0;3;0;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17142;9;0,0202;2;2;0;0;6;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;117309;1;0,0022;9;5;3;4;9;2;1;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;123923;3;0,0067;2;2;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;131401;1;0,0022;3;5;1;3;3;2;0;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;58299;2;0,0045;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;122968;2;0,0045;0;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;11875;2;0,0045;2;3;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;57321;2;0,0045;7;5;0;3;8;3;0;1;7;12
Teilesatz, Automatikgetriebe-?lwechsel;4921;110624;4;0,009;0;2;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18770;2;0,0045;2;2;0;1;3;1;0;1;6;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;31502;1;0,0022;3;3;0;2;8;2;0;0;11;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;58798;1;0,0022;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17884;60;0,1344;7;2;0;1;4;1;0;1;9;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;17507;1;0,0022;2;0;0;0;4;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18409;1;0,0022;9;2;0;1;12;1;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;30380;26;0,0582;2;2;0;1;6;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;57459;11;0,0246;4;0;0;0;2;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;130211;8;0,0179;11;2;0;0;10;0;0;2;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;18096;6;0,0134;5;0;0;0;6;0;0;0;0;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;12309;38;0,0851;12;5;2;4;11;2;0;1;8;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;32276;8;0,0179;5;2;0;1;6;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;106410;8;0,0179;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;9941;17;0,0381;10;5;0;3;12;3;0;1;12;12
Teilesatz, Automatikgetriebe-?lwechsel;4921;113409;2;0,0045;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;129627;3;0,0067;3;2;1;1;3;0;0;1;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;10418;64;0,1434;10;4;0;1;7;1;0;3;8;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;17965;11;0,0246;6;3;0;2;8;2;0;0;11;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;120273;3;0,0067;3;0;0;0;4;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;29995;3;0,0067;2;2;0;1;3;1;0;1;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;112399;9;0,0202;5;2;0;2;6;1;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;140979;1;0,0022;0;2;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;136395;1;0,0022;0;4;0;0;6;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;15427;2;0,0045;3;0;0;1;7;1;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;269;6;0,0134;4;0;0;0;2;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135172;3;0,0067;5;0;0;0;4;0;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;33325;3;0,0067;4;0;0;0;2;0;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19654;6;0,0134;7;5;0;3;8;3;0;1;17;8
Teilesatz, Automatikgetriebe-?lwechsel;4921;130838;3;0,0067;2;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145135;1;0,0022;0;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18061;2;0,0045;2;0;0;0;4;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;58549;22;0,0493;2;2;0;0;3;0;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;131420;14;0,0314;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;10524;7;0,0157;2;0;0;1;6;1;0;1;5;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;119483;2;0,0045;3;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59676;7;0,0157;11;4;0;1;9;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;110075;16;0,0358;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;22311;29;0,065;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;107501;2;0,0045;2;2;0;1;3;1;0;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32172;1;0,0022;3;2;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;135113;3;0,0067;5;0;0;0;4;0;0;1;3;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;11993;2;0,0045;5;2;0;1;6;0;0;1;4;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18066;6;0,0134;3;2;0;2;5;1;0;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;17009;2;0,0045;5;2;0;2;6;1;0;1;6;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;31025;1;0,0022;3;2;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;59226;1;0,0022;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;15285;3;0,0067;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;11691;9;0,0202;5;2;0;0;6;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;114065;7;0,0157;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;12472;16;0,0358;2;3;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;112193;3;0,0067;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;56339;1;0,0022;0;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145036;1;0,0022;7;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;34940;7;0,0157;12;2;0;1;6;1;0;3;7;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;108623;3;0,0067;0;2;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;27555;1;0,0022;3;2;0;1;6;1;1;1;2;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;28000;2;0,0045;4;0;0;0;4;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18922;4;0,009;3;2;0;2;6;1;0;1;5;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;59800;2;0,0045;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32113;22;0,0493;5;5;0;1;6;1;1;1;4;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;131373;8;0,0179;3;2;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;100453;13;0,0291;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;30909;10;0,0224;8;5;0;1;9;1;1;3;7;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;131844;6;0,0134;3;5;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;129032;23;0,0515;3;0;0;0;4;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143493;6;0,0134;2;4;0;0;6;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;8151;1;0,0022;2;2;0;0;3;0;0;0;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;59569;35;0,0784;5;0;0;1;3;1;0;2;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28205;3;0,0067;6;5;0;2;12;2;0;0;17;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;107518;21;0,047;6;3;1;3;7;2;1;1;6;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;518;2;0,0045;6;0;0;0;9;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;57607;2;0,0045;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;31005;2;0,0045;8;5;0;2;9;2;2;3;7;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;137741;9;0,0202;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;134291;52;0,1165;5;2;0;1;6;1;0;1;7;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;126831;8;0,0179;5;2;0;2;6;1;0;1;5;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;17412;4;0,009;4;2;0;1;4;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;141545;5;0,0112;6;0;0;0;5;0;0;2;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;58480;11;0,0246;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;359;14;0,0314;2;0;0;1;3;1;0;1;5;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;28224;1;0,0022;4;0;0;0;6;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;128289;82;0,1837;5;2;0;1;9;0;0;0;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;118186;7;0,0157;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32159;3;0,0067;2;2;0;1;3;1;0;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;33590;11;0,0246;3;3;0;2;4;2;0;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;118000;13;0,0291;8;4;0;2;9;1;0;1;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;12580;1;0,0022;4;2;0;1;10;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;107510;21;0,047;6;3;1;3;7;2;1;1;6;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;58944;5;0,0112;4;0;0;0;2;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;131981;8;0,0179;4;2;0;1;4;0;0;0;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;111780;4;0,009;2;0;0;0;3;0;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;127828;4;0,009;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;45814;3;0,0067;6;0;0;1;5;1;0;2;3;8
Teilesatz, Automatikgetriebe-?lwechsel;4921;23062;2;0,0045;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;22701;8;0,0179;6;3;0;2;8;2;0;0;17;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;142460;13;0,0291;10;2;0;1;9;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;136523;8;0,0179;4;0;0;1;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19004;2;0,0045;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;28168;12;0,0269;0;2;0;1;3;1;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19200;42;0,0941;2;2;0;2;3;1;0;1;6;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;143110;1;0,0022;0;0;0;1;4;1;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;120285;11;0,0246;6;2;2;2;6;0;1;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;17766;5;0,0112;7;2;0;3;9;1;0;1;7;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;57301;2;0,0045;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;113334;2;0,0045;2;0;0;0;3;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;55542;1;0,0022;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;5725;3;0,0067;3;0;0;0;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;136460;1;0,0022;3;2;0;2;3;1;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10410;1;0,0022;12;2;0;1;8;1;0;3;7;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;119470;5;0,0112;3;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;56790;2;0,0045;5;2;0;1;9;1;0;1;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;118084;3;0,0067;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;135693;10;0,0224;5;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18511;161;0,3607;8;4;0;2;6;2;0;1;4;8
Teilesatz, Automatikgetriebe-?lwechsel;4921;140460;41;0,0918;3;2;1;1;6;0;0;1;1;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;125944;6;0,0134;3;4;0;0;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;134740;52;0,1165;0;2;0;1;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;20117;22;0,0493;5;2;0;1;6;0;0;1;3;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;30001;2;0,0045;3;2;0;1;3;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17893;4;0,009;2;0;0;0;6;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;32115;22;0,0493;3;2;0;1;3;1;1;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;107754;2;0,0045;2;0;0;1;3;1;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15835;5;0,0112;3;0;0;1;3;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;33675;41;0,0918;2;2;0;1;3;1;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;58981;2;0,0045;4;1;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;116117;14;0,0314;6;3;1;2;7;2;1;1;6;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;33419;2;0,0045;3;0;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;117766;7;0,0157;3;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;55334;14;0,0314;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;141038;2;0,0045;1;0;0;0;2;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;112362;9;0,0202;3;5;1;2;6;1;1;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;59219;6;0,0134;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18059;4;0,009;7;2;0;0;4;0;0;1;9;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;136006;42;0,0941;3;2;1;3;6;2;1;1;0;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;115164;3;0,0067;4;0;0;0;2;0;0;1;0;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;10579;2;0,0045;2;0;0;0;6;0;0;0;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;124001;1;0,0022;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;131370;5;0,0112;3;5;1;3;3;2;0;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;33645;14;0,0314;2;2;0;1;3;1;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;7627;15;0,0336;4;2;0;1;4;1;0;1;1;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;54946;1;0,0022;4;2;0;1;4;1;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;120295;5;0,0112;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19995;8;0,0179;3;2;0;1;3;1;2;1;2;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;128191;34;0,0762;5;4;0;2;6;1;0;1;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;114894;83;0,1859;5;2;0;1;9;1;0;1;7;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;23299;8;0,0179;5;2;0;1;6;0;0;1;4;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;10311;15;0,0336;2;3;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;140436;14;0,0314;3;2;1;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132161;18;0,0403;3;0;0;0;4;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17167;10;0,0224;7;2;0;1;4;1;0;1;7;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;136124;5;0,0112;4;0;0;1;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145755;6;0,0134;0;2;0;1;5;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;130188;7;0,0157;7;0;0;0;7;0;0;2;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;125997;1;0,0022;4;0;0;0;10;0;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28204;5;0,0112;6;0;0;0;5;0;0;1;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;59679;101;0,2263;11;4;0;2;9;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;55597;61;0,1367;5;4;0;2;6;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;59804;4;0,009;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;145865;5;0,0112;3;2;0;1;3;1;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;16988;11;0,0246;5;2;0;0;6;0;1;1;3;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;11580;4;0,009;6;0;0;0;6;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;128340;3;0,0067;0;0;0;0;10;0;0;0;2;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;120618;6;0,0134;5;2;0;1;6;0;0;0;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;113150;11;0,0246;7;0;0;0;5;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;115236;10;0,0224;4;0;0;0;2;0;0;1;0;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;19347;12;0,0269;3;3;0;2;4;2;0;0;9;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;15890;6;0,0134;3;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18416;1;0,0022;5;2;0;0;9;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;110030;4;0,009;6;3;0;2;6;2;1;0;4;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;19258;4;0,009;3;2;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;115205;4;0,009;2;2;0;1;3;1;0;1;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31959;23;0,0515;11;4;0;1;12;1;0;3;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;120901;5;0,0112;9;3;0;0;10;0;0;3;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;31006;6;0,0134;8;5;0;2;9;2;2;3;7;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;141628;1;0,0022;6;0;0;0;5;0;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;31042;16;0,0358;10;3;0;3;12;3;0;1;12;12
Teilesatz, Automatikgetriebe-?lwechsel;4921;128301;4;0,009;2;0;0;0;3;0;0;0;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;124242;1;0,0022;4;0;0;0;5;0;0;1;2;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;34280;1;0,0022;4;2;0;0;4;0;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;112383;2;0,0045;7;0;0;0;5;0;0;0;2;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;127942;4;0,009;3;0;0;0;5;0;0;0;0;3
