GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;HERTH+BUSS JAKOPARTS;WESTLAKE;RYMEC;SACHS
Kupplungssatz;479;14975;13;0,008;4;6;3;7;8;0;0;2;8;6
Kupplungssatz;479;33405;11;0,0068;1;3;1;1;3;1;1;0;1;3
Kupplungssatz;479;28157;1;0,0006;3;5;2;1;5;0;0;0;4;2
Kupplungssatz;479;2169;7;0,0043;1;3;1;1;2;1;1;1;1;2
Kupplungssatz;479;5163;1;0,0006;0;1;0;1;2;0;0;0;1;0
Kupplungssatz;479;58648;112;0,0688;5;6;4;6;8;2;4;7;6;4
Kupplungssatz;479;19053;14;0,0086;7;4;2;3;6;3;3;4;5;4
Kupplungssatz;479;58543;64;0,0393;2;3;2;3;2;0;2;2;3;3
Kupplungssatz;479;19662;1;0,0006;3;4;3;3;4;0;0;0;2;7
Kupplungssatz;479;58415;3;0,0018;9;10;9;9;13;1;5;9;14;7
Kupplungssatz;479;113271;11;0,0068;0;2;0;2;3;0;0;0;2;1
Kupplungssatz;479;11178;2;0,0012;3;2;4;5;3;3;5;3;5;1
Kupplungssatz;479;118600;21;0,0129;2;5;2;3;4;0;2;1;4;8
Kupplungssatz;479;2910;2;0,0012;0;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;30397;7;0,0043;4;9;3;3;9;0;0;0;6;6
Kupplungssatz;479;20098;3;0,0018;3;2;1;2;3;2;2;3;2;4
Kupplungssatz;479;115417;11;0,0068;1;1;0;2;1;1;0;0;1;2
Kupplungssatz;479;131271;3;0,0018;0;3;0;4;0;0;0;0;2;4
Kupplungssatz;479;57351;60;0,0369;3;6;4;6;6;2;4;4;6;7
Kupplungssatz;479;11963;5;0,0031;3;5;8;8;1;1;3;2;5;5
Kupplungssatz;479;16303;1;0,0006;0;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;16690;2;0,0012;1;1;2;2;1;2;1;2;2;1
Kupplungssatz;479;2127;1;0,0006;3;1;0;1;1;0;0;1;1;2
Kupplungssatz;479;15117;7;0,0043;3;5;2;4;8;2;0;3;4;3
Kupplungssatz;479;58883;2;0,0012;3;1;1;1;2;1;0;0;2;3
Kupplungssatz;479;17358;15;0,0092;1;3;3;2;7;0;2;3;5;4
Kupplungssatz;479;16775;4;0,0025;0;1;1;1;0;1;0;0;0;0
Kupplungssatz;479;8369;11;0,0068;3;3;4;3;4;0;1;3;3;7
Kupplungssatz;479;114334;52;0,0319;6;5;5;5;8;0;4;4;0;2
Kupplungssatz;479;130752;9;0,0055;0;1;0;0;2;0;0;0;0;2
Kupplungssatz;479;26652;13;0,008;0;1;0;1;2;0;0;0;0;1
Kupplungssatz;479;59680;18;0,0111;0;3;1;3;5;0;2;0;2;3
Kupplungssatz;479;30939;5;0,0031;3;3;4;3;4;0;1;3;3;7
Kupplungssatz;479;13104;11;0,0068;6;3;5;2;4;1;0;3;5;3
Kupplungssatz;479;6666;10;0,0061;2;2;2;2;5;2;2;3;2;2
Kupplungssatz;479;26603;35;0,0215;3;8;2;3;9;5;2;2;2;4
Kupplungssatz;479;124837;1;0,0006;2;2;1;0;3;2;1;0;2;3
Kupplungssatz;479;32752;47;0,0289;3;6;2;4;9;1;1;4;5;5
Kupplungssatz;479;19656;20;0,0123;3;5;3;3;4;0;0;0;2;7
Kupplungssatz;479;152695;4;0,0025;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;17993;8;0,0049;3;4;4;2;8;2;1;2;5;3
Kupplungssatz;479;25508;144;0,0884;3;5;0;5;2;0;0;3;0;3
Kupplungssatz;479;7172;2;0,0012;1;1;0;1;3;1;0;1;1;1
Kupplungssatz;479;117016;6;0,0037;1;4;1;2;1;1;2;0;0;2
Kupplungssatz;479;26655;6;0,0037;0;3;4;3;4;1;0;0;2;5
Kupplungssatz;479;30002;4;0,0025;3;4;0;4;3;0;0;3;0;4
Kupplungssatz;479;16136;1;0,0006;2;2;1;1;3;0;0;1;1;1
Kupplungssatz;479;23467;27;0,0166;2;4;2;2;3;2;2;2;2;4
Kupplungssatz;479;15767;1;0,0006;0;1;0;1;2;0;0;1;1;2
Kupplungssatz;479;138540;1;0,0006;3;2;3;1;1;0;0;1;0;2
Kupplungssatz;479;115118;38;0,0233;1;5;0;2;2;1;1;1;1;3
Kupplungssatz;479;16673;6;0,0037;2;3;2;1;3;1;1;1;2;2
Kupplungssatz;479;9410;2;0,0012;1;1;2;1;1;2;2;3;1;1
Kupplungssatz;479;14400;2;0,0012;0;0;0;0;0;0;0;0;0;2
Kupplungssatz;479;114346;13;0,008;1;1;1;1;4;1;1;1;1;1
Kupplungssatz;479;2790;4;0,0025;0;3;0;2;1;0;0;1;2;3
Kupplungssatz;479;1958;3;0,0018;1;0;0;1;3;1;0;1;1;1
Kupplungssatz;479;34296;5;0,0031;2;3;0;1;1;0;0;1;1;2
Kupplungssatz;479;2958;2;0,0012;0;0;0;0;0;0;0;0;0;2
Kupplungssatz;479;33854;7;0,0043;1;3;2;3;3;1;1;1;1;3
Kupplungssatz;479;55033;1;0,0006;2;3;0;1;1;2;0;1;3;2
Kupplungssatz;479;30931;1;0,0006;2;3;0;2;3;2;1;0;2;3
Kupplungssatz;479;18028;3;0,0018;2;0;0;0;0;0;1;0;0;0
Kupplungssatz;479;17879;3;0,0018;4;5;3;3;4;0;0;5;6;5
Kupplungssatz;479;18707;1;0,0006;1;4;0;0;3;0;0;0;2;2
Kupplungssatz;479;30335;1;0,0006;2;1;1;1;1;0;1;1;1;0
Kupplungssatz;479;17656;57;0,035;2;1;1;1;1;1;1;2;1;1
Kupplungssatz;479;55508;349;0,2144;4;9;5;6;17;3;2;6;8;9
Kupplungssatz;479;106465;24;0,0147;3;3;1;3;4;1;2;1;3;2
Kupplungssatz;479;1870;31;0,019;2;5;0;2;3;0;0;2;2;3
Kupplungssatz;479;119700;6;0,0037;2;5;6;4;6;0;2;2;2;3
Kupplungssatz;479;130602;2;0,0012;1;0;0;0;0;1;0;0;1;1
Kupplungssatz;479;59255;4;0,0025;2;3;3;3;4;1;1;0;2;6
Kupplungssatz;479;16943;1;0,0006;1;1;0;1;1;2;1;1;2;2
Kupplungssatz;479;28405;6;0,0037;4;3;1;3;1;3;0;0;2;4
Kupplungssatz;479;32266;64;0,0393;3;4;2;4;5;0;1;1;2;6
Kupplungssatz;479;7627;22;0,0135;2;3;3;2;4;0;1;3;3;0
Kupplungssatz;479;115776;6;0,0037;1;3;1;1;2;1;1;0;1;3
Kupplungssatz;479;60478;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;19585;23;0,0141;3;3;2;2;4;0;0;3;1;3
Kupplungssatz;479;16890;6;0,0037;3;3;0;3;4;1;0;0;2;1
Kupplungssatz;479;1913;2;0,0012;1;1;1;1;1;0;0;0;1;3
Kupplungssatz;479;146709;1;0,0006;0;0;1;0;1;0;0;0;0;2
Kupplungssatz;479;32953;7;0,0043;5;2;2;2;4;1;1;4;2;4
Kupplungssatz;479;17168;1;0,0006;2;2;1;1;0;1;1;0;2;1
Kupplungssatz;479;18542;6;0,0037;2;2;1;2;1;1;1;0;2;2
Kupplungssatz;479;18791;28;0,0172;7;4;1;3;6;3;3;4;5;4
Kupplungssatz;479;19355;1;0,0006;0;2;0;2;0;0;0;0;0;2
Kupplungssatz;479;56142;91;0,0559;0;1;0;1;1;0;0;0;1;1
Kupplungssatz;479;20028;22;0,0135;2;4;2;2;3;1;1;2;4;4
Kupplungssatz;479;30755;11;0,0068;1;2;2;1;1;1;1;1;1;2
Kupplungssatz;479;3707;1;0,0006;0;1;0;1;1;0;1;2;1;1
Kupplungssatz;479;15915;1;0,0006;3;3;2;1;2;0;0;2;3;3
Kupplungssatz;479;33051;63;0,0387;1;1;2;1;1;1;1;1;1;2
Kupplungssatz;479;15603;3;0,0018;3;3;3;3;3;1;3;4;3;5
Kupplungssatz;479;87;5;0,0031;0;0;0;1;1;0;0;0;1;0
Kupplungssatz;479;23264;2;0,0012;0;2;1;2;1;0;0;0;0;1
Kupplungssatz;479;144810;13;0,008;0;2;0;2;6;0;0;0;0;3
Kupplungssatz;479;18605;90;0,0553;2;2;1;2;4;1;0;2;2;2
Kupplungssatz;479;19255;120;0,0737;4;4;6;6;3;6;5;0;4;2
Kupplungssatz;479;15855;2;0,0012;2;3;1;3;2;0;0;2;3;3
Kupplungssatz;479;118700;42;0,0258;6;2;2;4;9;2;2;0;3;4
Kupplungssatz;479;100644;27;0,0166;2;4;2;2;3;0;0;2;3;5
Kupplungssatz;479;8963;31;0,019;0;2;2;1;3;0;0;1;1;1
Kupplungssatz;479;17485;26;0,016;2;2;1;2;2;2;1;0;2;2
Kupplungssatz;479;123958;3;0,0018;1;2;2;2;2;3;2;0;2;2
Kupplungssatz;479;32861;5;0,0031;3;3;3;3;4;0;1;3;3;3
Kupplungssatz;479;123031;5;0,0031;0;3;0;3;9;0;0;0;0;5
Kupplungssatz;479;108658;12;0,0074;0;3;1;2;4;1;2;0;1;2
Kupplungssatz;479;11132;1;0,0006;1;3;0;1;2;1;1;1;0;3
Kupplungssatz;479;34915;9;0,0055;3;5;3;3;4;0;2;2;5;6
Kupplungssatz;479;129787;5;0,0031;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;17399;2;0,0012;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;137727;39;0,024;0;1;0;1;3;0;0;0;0;2
Kupplungssatz;479;14577;2;0,0012;2;1;0;1;3;0;0;1;1;2
Kupplungssatz;479;111906;2;0,0012;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;27169;2;0,0012;2;2;2;1;6;1;0;1;0;2
Kupplungssatz;479;19023;12;0,0074;2;3;2;2;5;1;0;3;6;3
Kupplungssatz;479;140504;1;0,0006;0;2;0;1;1;0;0;0;0;5
Kupplungssatz;479;19479;5;0,0031;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;9752;4;0,0025;2;6;3;4;10;1;1;3;5;3
Kupplungssatz;479;34307;7;0,0043;2;4;1;1;4;0;0;1;3;3
Kupplungssatz;479;116681;3;0,0018;1;3;1;2;1;0;0;1;2;2
Kupplungssatz;479;34485;1;0,0006;2;3;1;1;4;0;1;0;3;5
Kupplungssatz;479;19568;1;0,0006;2;2;1;0;2;0;0;0;0;2
Kupplungssatz;479;114609;17;0,0104;4;1;0;2;5;1;1;0;2;3
Kupplungssatz;479;17330;73;0,0448;1;2;1;1;4;1;1;2;2;1
Kupplungssatz;479;17721;12;0,0074;2;2;2;2;2;1;2;2;2;3
Kupplungssatz;479;131257;16;0,0098;0;3;1;4;0;0;0;0;2;4
Kupplungssatz;479;32802;4;0,0025;5;6;7;4;9;2;1;0;6;6
Kupplungssatz;479;32682;2;0,0012;4;3;3;2;2;2;2;1;0;3
Kupplungssatz;479;26577;10;0,0061;2;4;3;3;9;0;1;5;7;6
Kupplungssatz;479;17809;149;0,0915;4;4;6;3;15;2;3;4;6;7
Kupplungssatz;479;23268;10;0,0061;3;6;5;4;4;2;1;2;5;5
Kupplungssatz;479;152521;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;10615;14;0,0086;7;5;4;4;13;1;4;4;4;5
Kupplungssatz;479;19000;2;0,0012;1;2;1;1;8;1;1;2;2;2
Kupplungssatz;479;7068;2;0,0012;1;2;1;1;1;1;1;0;1;1
Kupplungssatz;479;152885;3;0,0018;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;26562;2;0,0012;4;5;1;2;3;2;1;2;4;4
Kupplungssatz;479;16092;2;0,0012;1;1;2;1;5;1;1;1;1;1
Kupplungssatz;479;17801;2;0,0012;2;1;1;1;1;1;1;0;1;1
Kupplungssatz;479;131245;8;0,0049;0;3;0;4;0;0;0;0;2;4
Kupplungssatz;479;10016;6;0,0037;1;1;1;1;0;1;0;0;1;0
Kupplungssatz;479;32788;26;0,016;8;10;10;9;11;1;6;6;12;9
Kupplungssatz;479;19821;20;0,0123;6;6;5;5;7;1;3;6;7;8
Kupplungssatz;479;59758;2;0,0012;1;5;1;0;3;1;0;0;0;3
Kupplungssatz;479;32889;1;0,0006;3;3;4;3;4;0;1;3;3;7
Kupplungssatz;479;137282;4;0,0025;0;2;0;1;2;0;1;0;3;3
Kupplungssatz;479;31193;3;0,0018;1;2;1;2;3;0;0;0;2;2
Kupplungssatz;479;34305;3;0,0018;2;4;0;1;3;0;0;1;3;4
Kupplungssatz;479;15746;1;0,0006;1;1;0;1;1;1;0;0;0;0
Kupplungssatz;479;5651;4;0,0025;1;1;0;1;3;1;1;1;1;1
Kupplungssatz;479;145155;2;0,0012;0;0;0;0;1;0;0;0;0;1
Kupplungssatz;479;153287;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;10167;12;0,0074;1;2;3;3;3;1;2;2;3;3
Kupplungssatz;479;19050;44;0,027;3;3;3;3;4;1;3;3;3;4
Kupplungssatz;479;19550;31;0,019;2;2;2;4;2;2;2;0;2;4
Kupplungssatz;479;114347;24;0,0147;2;4;1;2;6;1;2;1;1;2
Kupplungssatz;479;18970;20;0,0123;2;2;2;2;2;1;1;1;2;2
Kupplungssatz;479;33314;9;0,0055;3;5;7;3;6;2;2;3;4;3
Kupplungssatz;479;151080;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;125094;3;0,0018;2;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;19714;7;0,0043;3;7;7;7;4;0;0;2;11;9
Kupplungssatz;479;59492;41;0,0252;2;2;2;2;2;0;2;2;2;2
Kupplungssatz;479;55718;2;0,0012;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;33209;27;0,0166;2;2;0;2;1;2;2;1;0;0
Kupplungssatz;479;105901;76;0,0467;0;3;0;2;2;0;1;0;1;2
Kupplungssatz;479;15551;67;0,0412;2;1;1;1;1;1;1;0;1;0
Kupplungssatz;479;29987;1;0,0006;3;3;3;3;4;1;1;3;3;4
Kupplungssatz;479;19678;2;0,0012;7;4;1;3;6;3;3;4;5;4
Kupplungssatz;479;1791;1;0,0006;0;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;135955;3;0,0018;0;3;0;1;7;0;1;0;0;0
Kupplungssatz;479;3973;2;0,0012;0;3;0;0;2;0;0;0;3;3
Kupplungssatz;479;133969;2;0,0012;1;2;0;1;1;1;1;1;1;0
Kupplungssatz;479;55571;25;0,0154;1;6;1;1;4;1;1;1;4;1
Kupplungssatz;479;18969;4;0,0025;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;31573;5;0,0031;2;4;0;1;1;0;0;0;0;2
Kupplungssatz;479;19454;1;0,0006;2;2;2;2;3;0;1;1;2;2
Kupplungssatz;479;119493;4;0,0025;3;5;2;3;7;2;2;2;0;3
Kupplungssatz;479;31156;17;0,0104;3;5;3;3;4;0;0;0;2;7
Kupplungssatz;479;17729;2;0,0012;6;6;3;5;5;2;3;4;6;6
Kupplungssatz;479;34751;1;0,0006;0;5;0;0;2;0;0;0;2;1
Kupplungssatz;479;20042;1;0,0006;3;2;2;2;3;1;0;2;3;3
Kupplungssatz;479;34440;1;0,0006;1;1;1;1;1;0;0;0;1;0
Kupplungssatz;479;3726;4;0,0025;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;143054;1;0,0006;1;0;4;0;8;1;0;0;0;0
Kupplungssatz;479;123538;4;0,0025;2;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;836;7;0,0043;2;3;2;3;1;0;0;0;0;2
Kupplungssatz;479;19723;259;0,1591;0;4;6;4;7;2;2;4;3;5
Kupplungssatz;479;18359;10;0,0061;3;6;4;3;7;0;1;2;5;9
Kupplungssatz;479;135227;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;30487;149;0,0915;4;7;4;5;7;0;3;1;2;3
Kupplungssatz;479;34951;372;0,2285;1;4;1;2;6;1;2;1;1;3
Kupplungssatz;479;297;2;0,0012;1;1;1;0;1;0;0;0;1;1
Kupplungssatz;479;5200;4;0,0025;1;2;1;1;0;1;1;0;1;0
Kupplungssatz;479;32249;20;0,0123;1;3;1;1;3;1;1;0;1;2
Kupplungssatz;479;3444;1;0,0006;1;1;2;1;4;2;1;2;1;0
Kupplungssatz;479;58185;1;0,0006;2;2;1;1;4;0;0;0;2;3
Kupplungssatz;479;3639;2;0,0012;2;1;1;1;3;4;1;1;0;1
Kupplungssatz;479;14987;1;0,0006;1;2;1;0;0;0;0;2;2;1
Kupplungssatz;479;475;8;0,0049;3;4;1;3;6;1;3;0;4;6
Kupplungssatz;479;18146;9;0,0055;0;0;0;0;4;0;0;0;0;2
Kupplungssatz;479;23305;1;0,0006;2;1;1;1;4;0;0;3;1;1
Kupplungssatz;479;4819;3;0,0018;6;5;5;5;11;1;4;6;7;7
Kupplungssatz;479;3063;2;0,0012;1;2;0;1;1;1;0;2;1;2
Kupplungssatz;479;18603;15;0,0092;3;3;3;2;3;0;3;3;3;3
Kupplungssatz;479;9298;10;0,0061;1;2;1;1;4;2;1;2;2;2
Kupplungssatz;479;59943;1;0,0006;0;1;0;1;0;0;0;0;0;0
Kupplungssatz;479;22938;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;10326;8;0,0049;0;2;0;0;0;0;0;0;0;2
Kupplungssatz;479;57779;4;0,0025;2;6;2;1;4;0;1;1;1;2
Kupplungssatz;479;58981;29;0,0178;2;2;0;2;3;1;0;0;2;1
Kupplungssatz;479;55105;117;0,0719;2;2;2;2;2;0;2;2;2;2
Kupplungssatz;479;17979;36;0,0221;2;3;4;1;2;0;1;2;2;2
Kupplungssatz;479;4505;10;0,0061;1;2;1;2;3;2;2;2;1;1
Kupplungssatz;479;3936;14;0,0086;0;2;1;1;2;0;0;1;1;1
Kupplungssatz;479;118804;10;0,0061;2;2;3;2;4;0;1;0;1;3
Kupplungssatz;479;9419;5;0,0031;0;1;0;0;1;0;0;0;0;1
Kupplungssatz;479;112038;15;0,0092;1;1;1;2;0;0;0;0;1;0
Kupplungssatz;479;10021;12;0,0074;1;0;1;1;2;2;1;1;1;0
Kupplungssatz;479;8961;12;0,0074;0;1;2;1;1;1;0;0;1;1
Kupplungssatz;479;128141;10;0,0061;0;2;0;2;3;0;1;0;1;2
Kupplungssatz;479;18414;2;0,0012;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;19938;67;0,0412;2;4;2;1;2;2;1;2;1;1
Kupplungssatz;479;120602;6;0,0037;1;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;24512;23;0,0141;1;1;1;0;6;2;1;1;1;1
Kupplungssatz;479;31073;2;0,0012;1;2;1;1;3;1;1;2;1;1
Kupplungssatz;479;15377;1;0,0006;2;1;0;1;1;2;0;0;1;0
Kupplungssatz;479;15521;1;0,0006;1;1;1;1;1;1;1;0;1;0
Kupplungssatz;479;19850;3;0,0018;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;30935;2;0,0012;7;6;4;2;6;1;0;1;8;6
Kupplungssatz;479;120264;38;0,0233;2;2;0;3;2;0;2;0;6;6
Kupplungssatz;479;18387;28;0,0172;4;10;5;3;9;1;2;4;5;9
Kupplungssatz;479;119767;52;0,0319;0;2;1;2;4;0;2;0;2;2
Kupplungssatz;479;101115;4;0,0025;4;6;6;9;2;1;3;2;5;5
Kupplungssatz;479;117348;22;0,0135;1;1;0;1;4;1;1;0;1;1
Kupplungssatz;479;18114;106;0,0651;4;4;5;3;11;2;2;4;6;5
Kupplungssatz;479;9544;3;0,0018;1;1;1;1;1;0;1;0;1;0
Kupplungssatz;479;54902;4;0,0025;0;4;0;1;2;1;1;1;1;5
Kupplungssatz;479;23484;2;0,0012;1;2;1;1;3;1;0;1;1;1
Kupplungssatz;479;18516;5;0,0031;3;7;2;3;8;0;0;3;6;10
Kupplungssatz;479;101119;11;0,0068;4;6;6;8;2;1;3;2;5;5
Kupplungssatz;479;1843;3;0,0018;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;138897;1;0,0006;0;2;0;1;2;0;0;0;0;1
Kupplungssatz;479;107957;1;0,0006;1;1;1;1;3;1;1;2;1;2
Kupplungssatz;479;150582;1;0,0006;0;0;1;0;1;1;0;0;0;0
Kupplungssatz;479;135744;1;0,0006;1;0;1;0;2;1;0;0;1;0
Kupplungssatz;479;138679;6;0,0037;0;6;3;4;1;0;0;3;7;0
Kupplungssatz;479;14184;4;0,0025;1;1;1;1;3;2;1;1;1;1
Kupplungssatz;479;129968;2;0,0012;2;2;1;2;4;1;1;1;0;0
Kupplungssatz;479;17627;227;0,1394;2;1;0;1;4;2;1;1;1;1
Kupplungssatz;479;4539;10;0,0061;1;1;2;1;1;1;0;1;1;1
Kupplungssatz;479;23286;8;0,0049;1;3;3;2;7;0;2;3;5;4
Kupplungssatz;479;18040;165;0,1013;3;3;1;2;1;2;1;3;1;1
Kupplungssatz;479;106263;7;0,0043;3;3;2;3;3;0;2;0;3;4
Kupplungssatz;479;23276;3;0,0018;0;2;0;0;3;0;0;0;0;2
Kupplungssatz;479;110042;14;0,0086;1;2;2;1;2;0;1;0;1;2
Kupplungssatz;479;23353;2;0,0012;3;2;2;2;3;1;0;3;2;3
Kupplungssatz;479;111917;12;0,0074;2;4;2;3;3;0;0;2;3;5
Kupplungssatz;479;10947;2;0,0012;0;2;0;1;2;0;0;0;1;4
Kupplungssatz;479;20054;1;0,0006;0;2;0;1;2;1;1;1;1;1
Kupplungssatz;479;33748;1;0,0006;0;0;0;0;0;1;0;0;0;0
Kupplungssatz;479;5984;3;0,0018;1;1;1;1;1;1;1;1;1;0
Kupplungssatz;479;3930;10;0,0061;0;1;2;0;0;0;1;1;1;1
Kupplungssatz;479;8747;5;0,0031;1;2;2;1;2;0;0;2;1;2
Kupplungssatz;479;32161;15;0,0092;1;2;2;2;6;0;0;0;0;2
Kupplungssatz;479;15562;35;0,0215;1;1;1;1;3;2;1;1;1;1
Kupplungssatz;479;6692;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;19443;15;0,0092;2;3;3;3;5;0;1;5;7;5
Kupplungssatz;479;29917;5;0,0031;5;4;2;3;5;3;3;1;5;2
Kupplungssatz;479;11097;3;0,0018;1;1;1;1;0;0;0;0;0;1
Kupplungssatz;479;106283;10;0,0061;2;1;2;1;2;0;0;0;2;2
Kupplungssatz;479;15373;1;0,0006;1;1;1;0;1;0;0;1;1;1
Kupplungssatz;479;127326;2;0,0012;0;2;0;2;1;0;0;0;0;2
Kupplungssatz;479;105738;11;0,0068;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;5945;1;0,0006;0;2;1;1;2;0;0;0;1;0
Kupplungssatz;479;56195;1;0,0006;0;0;1;0;0;0;0;0;0;1
Kupplungssatz;479;26590;3;0,0018;0;1;1;0;1;0;0;0;0;2
Kupplungssatz;479;105988;2;0,0012;2;2;2;2;4;1;2;2;0;2
Kupplungssatz;479;17156;2;0,0012;0;2;1;1;2;0;0;0;1;2
Kupplungssatz;479;133042;1;0,0006;0;1;2;1;1;0;0;0;0;2
Kupplungssatz;479;147115;1;0,0006;2;0;0;0;2;0;0;0;0;1
Kupplungssatz;479;18332;69;0,0424;1;2;2;1;2;1;1;2;2;1
Kupplungssatz;479;132508;7;0,0043;1;2;0;2;0;1;0;0;0;2
Kupplungssatz;479;18411;27;0,0166;2;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;1744;1;0,0006;1;1;1;0;2;0;0;1;1;1
Kupplungssatz;479;24473;2;0,0012;1;3;3;2;4;0;0;1;2;2
Kupplungssatz;479;17538;2;0,0012;4;3;1;2;2;2;2;2;4;3
Kupplungssatz;479;117922;1;0,0006;2;2;0;1;4;0;2;0;6;4
Kupplungssatz;479;22054;6;0,0037;1;1;1;1;3;0;1;0;0;0
Kupplungssatz;479;15564;4;0,0025;0;1;1;1;1;1;0;0;1;1
Kupplungssatz;479;28594;6;0,0037;1;2;0;1;1;0;0;1;1;1
Kupplungssatz;479;105739;2;0,0012;2;1;1;1;2;0;1;0;1;1
Kupplungssatz;479;31207;2;0,0012;2;2;2;2;2;0;0;2;2;4
Kupplungssatz;479;11760;3;0,0018;2;2;1;1;6;0;0;1;2;2
Kupplungssatz;479;2266;1;0,0006;1;1;2;1;2;0;0;2;1;1
Kupplungssatz;479;1552;1;0,0006;0;1;0;0;1;0;0;0;0;0
Kupplungssatz;479;26633;8;0,0049;5;3;2;6;3;1;1;0;2;5
Kupplungssatz;479;8771;9;0,0055;2;2;1;2;2;2;1;0;2;2
Kupplungssatz;479;14377;1;0,0006;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;132839;1;0,0006;0;1;0;0;2;0;0;0;0;2
Kupplungssatz;479;16066;2;0,0012;6;5;7;5;4;0;1;5;5;5
Kupplungssatz;479;57352;88;0,0541;3;6;4;6;6;2;4;4;6;7
Kupplungssatz;479;16364;31;0,019;1;1;2;1;2;1;1;1;2;1
Kupplungssatz;479;10664;11;0,0068;2;0;1;1;0;0;0;1;0;0
Kupplungssatz;479;28151;12;0,0074;1;1;2;1;0;1;1;1;1;1
Kupplungssatz;479;10450;11;0,0068;3;3;2;2;3;0;1;0;3;3
Kupplungssatz;479;30824;20;0,0123;3;3;1;3;7;1;0;0;4;6
Kupplungssatz;479;142813;1;0,0006;1;2;3;3;0;0;3;0;0;3
Kupplungssatz;479;18330;2;0,0012;0;2;2;2;2;0;0;0;0;2
Kupplungssatz;479;57453;22;0,0135;6;4;3;4;4;2;4;4;4;4
Kupplungssatz;479;31198;1;0,0006;2;2;2;2;2;0;0;2;2;4
Kupplungssatz;479;23072;97;0,0596;4;4;4;4;4;0;2;3;4;8
Kupplungssatz;479;32783;14;0,0086;1;1;1;1;3;0;1;0;1;1
Kupplungssatz;479;142441;7;0,0043;0;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;27569;1;0,0006;1;4;0;2;1;0;1;0;2;0
Kupplungssatz;479;57;11;0,0068;4;2;1;3;2;1;1;0;2;4
Kupplungssatz;479;17197;10;0,0061;0;0;0;0;4;0;0;0;0;2
Kupplungssatz;479;101056;24;0,0147;2;4;2;4;3;1;2;0;2;4
Kupplungssatz;479;14957;1;0,0006;3;3;0;3;4;1;0;0;2;1
Kupplungssatz;479;13860;29;0,0178;3;2;2;2;3;0;0;0;3;5
Kupplungssatz;479;32860;1;0,0006;2;3;2;2;4;0;0;0;2;4
Kupplungssatz;479;9816;33;0,0203;3;4;1;2;2;1;1;0;2;3
Kupplungssatz;479;10824;10;0,0061;0;3;2;2;3;0;1;1;2;3
Kupplungssatz;479;49;8;0,0049;1;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;16133;1;0,0006;1;1;2;1;1;1;1;1;1;2
Kupplungssatz;479;17106;1;0,0006;0;0;0;0;2;0;0;0;0;2
Kupplungssatz;479;145029;8;0,0049;0;0;0;1;2;0;0;0;0;3
Kupplungssatz;479;27539;5;0,0031;1;3;0;1;1;0;0;0;1;3
Kupplungssatz;479;19877;1;0,0006;3;3;4;1;2;0;0;2;3;2
Kupplungssatz;479;59604;9;0,0055;3;2;2;3;2;1;2;0;4;1
Kupplungssatz;479;8773;91;0,0559;2;4;7;2;3;0;0;3;4;4
Kupplungssatz;479;17645;116;0,0713;1;2;2;1;2;1;1;2;1;1
Kupplungssatz;479;8527;1;0,0006;0;2;1;0;0;0;0;0;1;1
Kupplungssatz;479;113633;1;0,0006;1;2;2;2;6;0;1;1;6;7
Kupplungssatz;479;129195;15;0,0092;2;2;0;2;1;0;1;0;0;2
Kupplungssatz;479;23062;20;0,0123;2;2;2;2;2;0;2;1;2;3
Kupplungssatz;479;6667;30;0,0184;1;1;1;1;3;1;1;1;0;1
